city_id;city;country_id;last_update
50;Balikesir;97;2017-02-15 09:45:25+00
51;Balurghat;44;2017-02-15 09:45:25+00
52;Bamenda;19;2017-02-15 09:45:25+00
53;Bandar Seri Begawan;16;2017-02-15 09:45:25+00
54;Banjul;37;2017-02-15 09:45:25+00
55;Barcelona;104;2017-02-15 09:45:25+00
56;Basel;91;2017-02-15 09:45:25+00
57;Bat Yam;48;2017-02-15 09:45:25+00
58;Batman;97;2017-02-15 09:45:25+00
59;Batna;2;2017-02-15 09:45:25+00
60;Battambang;18;2017-02-15 09:45:25+00
61;Baybay;75;2017-02-15 09:45:25+00
62;Bayugan;75;2017-02-15 09:45:25+00
63;Bchar;2;2017-02-15 09:45:25+00
64;Beira;63;2017-02-15 09:45:25+00
65;Bellevue;103;2017-02-15 09:45:25+00
66;Belm;15;2017-02-15 09:45:25+00
67;Benguela;4;2017-02-15 09:45:25+00
68;Beni-Mellal;62;2017-02-15 09:45:25+00
69;Benin City;69;2017-02-15 09:45:25+00
70;Bergamo;49;2017-02-15 09:45:25+00
71;Berhampore (Baharampur);44;2017-02-15 09:45:25+00
72;Bern;91;2017-02-15 09:45:25+00
73;Bhavnagar;44;2017-02-15 09:45:25+00
74;Bhilwara;44;2017-02-15 09:45:25+00
75;Bhimavaram;44;2017-02-15 09:45:25+00
76;Bhopal;44;2017-02-15 09:45:25+00
77;Bhusawal;44;2017-02-15 09:45:25+00
78;Bijapur;44;2017-02-15 09:45:25+00
79;Bilbays;29;2017-02-15 09:45:25+00
80;Binzhou;23;2017-02-15 09:45:25+00
81;Birgunj;66;2017-02-15 09:45:25+00
82;Bislig;75;2017-02-15 09:45:25+00
83;Blumenau;15;2017-02-15 09:45:25+00
84;Boa Vista;15;2017-02-15 09:45:25+00
85;Boksburg;85;2017-02-15 09:45:25+00
86;Botosani;78;2017-02-15 09:45:25+00
87;Botshabelo;85;2017-02-15 09:45:25+00
88;Bradford;102;2017-02-15 09:45:25+00
89;Braslia;15;2017-02-15 09:45:25+00
90;Bratislava;84;2017-02-15 09:45:25+00
91;Brescia;49;2017-02-15 09:45:25+00
92;Brest;34;2017-02-15 09:45:25+00
93;Brindisi;49;2017-02-15 09:45:25+00
94;Brockton;103;2017-02-15 09:45:25+00
95;Bucuresti;78;2017-02-15 09:45:25+00
96;Buenaventura;24;2017-02-15 09:45:25+00
97;Bydgoszcz;76;2017-02-15 09:45:25+00
98;Cabuyao;75;2017-02-15 09:45:25+00
99;Callao;74;2017-02-15 09:45:25+00
100;Cam Ranh;105;2017-02-15 09:45:25+00
101;Cape Coral;103;2017-02-15 09:45:25+00
102;Caracas;104;2017-02-15 09:45:25+00
103;Carmen;60;2017-02-15 09:45:25+00
104;Cavite;75;2017-02-15 09:45:25+00
105;Cayenne;35;2017-02-15 09:45:25+00
106;Celaya;60;2017-02-15 09:45:25+00
107;Chandrapur;44;2017-02-15 09:45:25+00
108;Changhwa;92;2017-02-15 09:45:25+00
109;Changzhou;23;2017-02-15 09:45:25+00
110;Chapra;44;2017-02-15 09:45:25+00
111;Charlotte Amalie;106;2017-02-15 09:45:25+00
112;Chatsworth;85;2017-02-15 09:45:25+00
113;Cheju;86;2017-02-15 09:45:25+00
114;Chiayi;92;2017-02-15 09:45:25+00
115;Chisinau;61;2017-02-15 09:45:25+00
116;Chungho;92;2017-02-15 09:45:25+00
117;Cianjur;45;2017-02-15 09:45:25+00
118;Ciomas;45;2017-02-15 09:45:25+00
119;Ciparay;45;2017-02-15 09:45:25+00
120;Citrus Heights;103;2017-02-15 09:45:25+00
121;Citt del Vaticano;41;2017-02-15 09:45:25+00
122;Ciudad del Este;73;2017-02-15 09:45:25+00
123;Clarksville;103;2017-02-15 09:45:25+00
124;Coacalco de Berriozbal;60;2017-02-15 09:45:25+00
125;Coatzacoalcos;60;2017-02-15 09:45:25+00
126;Compton;103;2017-02-15 09:45:25+00
127;Coquimbo;22;2017-02-15 09:45:25+00
128;Crdoba;6;2017-02-15 09:45:25+00
129;Cuauhtmoc;60;2017-02-15 09:45:25+00
130;Cuautla;60;2017-02-15 09:45:25+00
131;Cuernavaca;60;2017-02-15 09:45:25+00
132;Cuman;104;2017-02-15 09:45:25+00
133;Czestochowa;76;2017-02-15 09:45:25+00
134;Dadu;72;2017-02-15 09:45:25+00
135;Dallas;103;2017-02-15 09:45:25+00
136;Datong;23;2017-02-15 09:45:25+00
137;Daugavpils;54;2017-02-15 09:45:25+00
138;Davao;75;2017-02-15 09:45:25+00
139;Daxian;23;2017-02-15 09:45:25+00
140;Dayton;103;2017-02-15 09:45:25+00
141;Deba Habe;69;2017-02-15 09:45:25+00
142;Denizli;97;2017-02-15 09:45:25+00
143;Dhaka;12;2017-02-15 09:45:25+00
144;Dhule (Dhulia);44;2017-02-15 09:45:25+00
145;Dongying;23;2017-02-15 09:45:25+00
146;Donostia-San Sebastin;87;2017-02-15 09:45:25+00
147;Dos Quebradas;24;2017-02-15 09:45:25+00
148;Duisburg;38;2017-02-15 09:45:25+00
149;Dundee;102;2017-02-15 09:45:25+00
150;Dzerzinsk;80;2017-02-15 09:45:25+00
151;Ede;67;2017-02-15 09:45:25+00
152;Effon-Alaiye;69;2017-02-15 09:45:25+00
153;El Alto;14;2017-02-15 09:45:25+00
154;El Fuerte;60;2017-02-15 09:45:25+00
155;El Monte;103;2017-02-15 09:45:25+00
156;Elista;80;2017-02-15 09:45:25+00
157;Emeishan;23;2017-02-15 09:45:25+00
158;Emmen;67;2017-02-15 09:45:25+00
159;Enshi;23;2017-02-15 09:45:25+00
160;Erlangen;38;2017-02-15 09:45:25+00
161;Escobar;6;2017-02-15 09:45:25+00
162;Esfahan;46;2017-02-15 09:45:25+00
163;Eskisehir;97;2017-02-15 09:45:25+00
164;Etawah;44;2017-02-15 09:45:25+00
165;Ezeiza;6;2017-02-15 09:45:25+00
166;Ezhou;23;2017-02-15 09:45:25+00
167;Faaa;36;2017-02-15 09:45:25+00
168;Fengshan;92;2017-02-15 09:45:25+00
169;Firozabad;44;2017-02-15 09:45:25+00
170;Florencia;24;2017-02-15 09:45:25+00
171;Fontana;103;2017-02-15 09:45:25+00
172;Fukuyama;50;2017-02-15 09:45:25+00
173;Funafuti;99;2017-02-15 09:45:25+00
174;Fuyu;23;2017-02-15 09:45:25+00
175;Fuzhou;23;2017-02-15 09:45:25+00
176;Gandhinagar;44;2017-02-15 09:45:25+00
177;Garden Grove;103;2017-02-15 09:45:25+00
178;Garland;103;2017-02-15 09:45:25+00
179;Gatineau;20;2017-02-15 09:45:25+00
180;Gaziantep;97;2017-02-15 09:45:25+00
181;Gijn;87;2017-02-15 09:45:25+00
182;Gingoog;75;2017-02-15 09:45:25+00
183;Goinia;15;2017-02-15 09:45:25+00
184;Gorontalo;45;2017-02-15 09:45:25+00
185;Grand Prairie;103;2017-02-15 09:45:25+00
186;Graz;9;2017-02-15 09:45:25+00
187;Greensboro;103;2017-02-15 09:45:25+00
188;Guadalajara;60;2017-02-15 09:45:25+00
189;Guaruj;15;2017-02-15 09:45:25+00
190;guas Lindas de Gois;15;2017-02-15 09:45:25+00
191;Gulbarga;44;2017-02-15 09:45:25+00
192;Hagonoy;75;2017-02-15 09:45:25+00
193;Haining;23;2017-02-15 09:45:25+00
194;Haiphong;105;2017-02-15 09:45:25+00
195;Haldia;44;2017-02-15 09:45:25+00
196;Halifax;20;2017-02-15 09:45:25+00
197;Halisahar;44;2017-02-15 09:45:25+00
198;Halle/Saale;38;2017-02-15 09:45:25+00
199;Hami;23;2017-02-15 09:45:25+00
200;Hamilton;68;2017-02-15 09:45:25+00
201;Hanoi;105;2017-02-15 09:45:25+00
202;Hidalgo;60;2017-02-15 09:45:25+00
203;Higashiosaka;50;2017-02-15 09:45:25+00
204;Hino;50;2017-02-15 09:45:25+00
205;Hiroshima;50;2017-02-15 09:45:25+00
206;Hodeida;107;2017-02-15 09:45:25+00
207;Hohhot;23;2017-02-15 09:45:25+00
208;Hoshiarpur;44;2017-02-15 09:45:25+00
209;Hsichuh;92;2017-02-15 09:45:25+00
210;Huaian;23;2017-02-15 09:45:25+00
211;Hubli-Dharwad;44;2017-02-15 09:45:25+00
212;Huejutla de Reyes;60;2017-02-15 09:45:25+00
213;Huixquilucan;60;2017-02-15 09:45:25+00
214;Hunuco;74;2017-02-15 09:45:25+00
215;Ibirit;15;2017-02-15 09:45:25+00
216;Idfu;29;2017-02-15 09:45:25+00
217;Ife;69;2017-02-15 09:45:25+00
218;Ikerre;69;2017-02-15 09:45:25+00
219;Iligan;75;2017-02-15 09:45:25+00
220;Ilorin;69;2017-02-15 09:45:25+00
221;Imus;75;2017-02-15 09:45:25+00
222;Inegl;97;2017-02-15 09:45:25+00
223;Ipoh;59;2017-02-15 09:45:25+00
224;Isesaki;50;2017-02-15 09:45:25+00
225;Ivanovo;80;2017-02-15 09:45:25+00
226;Iwaki;50;2017-02-15 09:45:25+00
227;Iwakuni;50;2017-02-15 09:45:25+00
228;Iwatsuki;50;2017-02-15 09:45:25+00
229;Izumisano;50;2017-02-15 09:45:25+00
230;Jaffna;88;2017-02-15 09:45:25+00
231;Jaipur;44;2017-02-15 09:45:25+00
232;Jakarta;45;2017-02-15 09:45:25+00
233;Jalib al-Shuyukh;53;2017-02-15 09:45:25+00
234;Jamalpur;12;2017-02-15 09:45:25+00
235;Jaroslavl;80;2017-02-15 09:45:25+00
236;Jastrzebie-Zdrj;76;2017-02-15 09:45:25+00
237;Jedda;82;2017-02-15 09:45:25+00
238;Jelets;80;2017-02-15 09:45:25+00
239;Jhansi;44;2017-02-15 09:45:25+00
240;Jinchang;23;2017-02-15 09:45:25+00
241;Jining;23;2017-02-15 09:45:25+00
242;Jinzhou;23;2017-02-15 09:45:25+00
243;Jodhpur;44;2017-02-15 09:45:25+00
244;Johannesburg;85;2017-02-15 09:45:25+00
245;Joliet;103;2017-02-15 09:45:25+00
246;Jos Azueta;60;2017-02-15 09:45:25+00
247;Juazeiro do Norte;15;2017-02-15 09:45:25+00
248;Juiz de Fora;15;2017-02-15 09:45:25+00
249;Junan;23;2017-02-15 09:45:25+00
250;Jurez;60;2017-02-15 09:45:25+00
251;Kabul;1;2017-02-15 09:45:25+00
252;Kaduna;69;2017-02-15 09:45:25+00
253;Kakamigahara;50;2017-02-15 09:45:25+00
254;Kaliningrad;80;2017-02-15 09:45:25+00
255;Kalisz;76;2017-02-15 09:45:25+00
256;Kamakura;50;2017-02-15 09:45:25+00
257;Kamarhati;44;2017-02-15 09:45:25+00
258;Kamjanets-Podilskyi;100;2017-02-15 09:45:25+00
259;Kamyin;80;2017-02-15 09:45:25+00
260;Kanazawa;50;2017-02-15 09:45:25+00
261;Kanchrapara;44;2017-02-15 09:45:25+00
262;Kansas City;103;2017-02-15 09:45:25+00
263;Karnal;44;2017-02-15 09:45:25+00
264;Katihar;44;2017-02-15 09:45:25+00
265;Kermanshah;46;2017-02-15 09:45:25+00
266;Kilis;97;2017-02-15 09:45:25+00
267;Kimberley;85;2017-02-15 09:45:25+00
268;Kimchon;86;2017-02-15 09:45:25+00
269;Kingstown;81;2017-02-15 09:45:25+00
270;Kirovo-Tepetsk;80;2017-02-15 09:45:25+00
271;Kisumu;52;2017-02-15 09:45:25+00
272;Kitwe;109;2017-02-15 09:45:25+00
273;Klerksdorp;85;2017-02-15 09:45:25+00
274;Kolpino;80;2017-02-15 09:45:25+00
275;Konotop;100;2017-02-15 09:45:25+00
276;Koriyama;50;2017-02-15 09:45:25+00
277;Korla;23;2017-02-15 09:45:25+00
278;Korolev;80;2017-02-15 09:45:25+00
279;Kowloon and New Kowloon;42;2017-02-15 09:45:25+00
280;Kragujevac;108;2017-02-15 09:45:25+00
281;Ktahya;97;2017-02-15 09:45:25+00
282;Kuching;59;2017-02-15 09:45:25+00
283;Kumbakonam;44;2017-02-15 09:45:25+00
284;Kurashiki;50;2017-02-15 09:45:25+00
285;Kurgan;80;2017-02-15 09:45:25+00
286;Kursk;80;2017-02-15 09:45:25+00
287;Kuwana;50;2017-02-15 09:45:25+00
288;La Paz;60;2017-02-15 09:45:25+00
289;La Plata;6;2017-02-15 09:45:25+00
290;La Romana;27;2017-02-15 09:45:25+00
291;Laiwu;23;2017-02-15 09:45:25+00
292;Lancaster;103;2017-02-15 09:45:25+00
293;Laohekou;23;2017-02-15 09:45:25+00
294;Lapu-Lapu;75;2017-02-15 09:45:25+00
295;Laredo;103;2017-02-15 09:45:25+00
296;Lausanne;91;2017-02-15 09:45:25+00
297;Le Mans;34;2017-02-15 09:45:25+00
298;Lengshuijiang;23;2017-02-15 09:45:25+00
299;Leshan;23;2017-02-15 09:45:25+00
300;Lethbridge;20;2017-02-15 09:45:25+00
301;Lhokseumawe;45;2017-02-15 09:45:25+00
302;Liaocheng;23;2017-02-15 09:45:25+00
303;Liepaja;54;2017-02-15 09:45:25+00
304;Lilongwe;58;2017-02-15 09:45:25+00
305;Lima;74;2017-02-15 09:45:25+00
306;Lincoln;103;2017-02-15 09:45:25+00
307;Linz;9;2017-02-15 09:45:25+00
308;Lipetsk;80;2017-02-15 09:45:25+00
309;Livorno;49;2017-02-15 09:45:25+00
310;Ljubertsy;80;2017-02-15 09:45:25+00
311;Loja;28;2017-02-15 09:45:25+00
312;London;102;2017-02-15 09:45:25+00
313;London;20;2017-02-15 09:45:25+00
314;Lublin;76;2017-02-15 09:45:25+00
315;Lubumbashi;25;2017-02-15 09:45:25+00
316;Lungtan;92;2017-02-15 09:45:25+00
317;Luzinia;15;2017-02-15 09:45:25+00
318;Madiun;45;2017-02-15 09:45:25+00
319;Mahajanga;57;2017-02-15 09:45:25+00
320;Maikop;80;2017-02-15 09:45:25+00
321;Malm;90;2017-02-15 09:45:25+00
322;Manchester;103;2017-02-15 09:45:25+00
323;Mandaluyong;75;2017-02-15 09:45:25+00
324;Mandi Bahauddin;72;2017-02-15 09:45:25+00
325;Mannheim;38;2017-02-15 09:45:25+00
326;Maracabo;104;2017-02-15 09:45:25+00
327;Mardan;72;2017-02-15 09:45:25+00
328;Maring;15;2017-02-15 09:45:25+00
329;Masqat;71;2017-02-15 09:45:25+00
330;Matamoros;60;2017-02-15 09:45:25+00
331;Matsue;50;2017-02-15 09:45:25+00
332;Meixian;23;2017-02-15 09:45:25+00
333;Memphis;103;2017-02-15 09:45:25+00
334;Merlo;6;2017-02-15 09:45:25+00
335;Mexicali;60;2017-02-15 09:45:25+00
336;Miraj;44;2017-02-15 09:45:25+00
337;Mit Ghamr;29;2017-02-15 09:45:25+00
338;Miyakonojo;50;2017-02-15 09:45:25+00
339;Mogiljov;13;2017-02-15 09:45:25+00
340;Molodetno;13;2017-02-15 09:45:25+00
341;Monclova;60;2017-02-15 09:45:25+00
342;Monywa;64;2017-02-15 09:45:25+00
343;Moscow;80;2017-02-15 09:45:25+00
344;Mosul;47;2017-02-15 09:45:25+00
345;Mukateve;100;2017-02-15 09:45:25+00
346;Munger (Monghyr);44;2017-02-15 09:45:25+00
347;Mwanza;93;2017-02-15 09:45:25+00
348;Mwene-Ditu;25;2017-02-15 09:45:25+00
349;Myingyan;64;2017-02-15 09:45:25+00
350;Mysore;44;2017-02-15 09:45:25+00
351;Naala-Porto;63;2017-02-15 09:45:25+00
352;Nabereznyje Telny;80;2017-02-15 09:45:25+00
353;Nador;62;2017-02-15 09:45:25+00
354;Nagaon;44;2017-02-15 09:45:25+00
355;Nagareyama;50;2017-02-15 09:45:25+00
356;Najafabad;46;2017-02-15 09:45:25+00
357;Naju;86;2017-02-15 09:45:25+00
358;Nakhon Sawan;94;2017-02-15 09:45:25+00
359;Nam Dinh;105;2017-02-15 09:45:25+00
360;Namibe;4;2017-02-15 09:45:25+00
361;Nantou;92;2017-02-15 09:45:25+00
362;Nanyang;23;2017-02-15 09:45:25+00
363;NDjamna;21;2017-02-15 09:45:25+00
364;Newcastle;85;2017-02-15 09:45:25+00
365;Nezahualcyotl;60;2017-02-15 09:45:25+00
366;Nha Trang;105;2017-02-15 09:45:25+00
367;Niznekamsk;80;2017-02-15 09:45:25+00
368;Novi Sad;108;2017-02-15 09:45:25+00
369;Novoterkassk;80;2017-02-15 09:45:25+00
370;Nukualofa;95;2017-02-15 09:45:25+00
371;Nuuk;40;2017-02-15 09:45:25+00
372;Nyeri;52;2017-02-15 09:45:25+00
373;Ocumare del Tuy;104;2017-02-15 09:45:25+00
374;Ogbomosho;69;2017-02-15 09:45:25+00
375;Okara;72;2017-02-15 09:45:25+00
376;Okayama;50;2017-02-15 09:45:25+00
377;Okinawa;50;2017-02-15 09:45:25+00
378;Olomouc;26;2017-02-15 09:45:25+00
379;Omdurman;89;2017-02-15 09:45:25+00
380;Omiya;50;2017-02-15 09:45:25+00
381;Ondo;69;2017-02-15 09:45:25+00
382;Onomichi;50;2017-02-15 09:45:25+00
383;Oshawa;20;2017-02-15 09:45:25+00
384;Osmaniye;97;2017-02-15 09:45:25+00
385;ostka;100;2017-02-15 09:45:25+00
386;Otsu;50;2017-02-15 09:45:25+00
387;Oulu;33;2017-02-15 09:45:25+00
388;Ourense (Orense);87;2017-02-15 09:45:25+00
389;Owo;69;2017-02-15 09:45:25+00
390;Oyo;69;2017-02-15 09:45:25+00
391;Ozamis;75;2017-02-15 09:45:25+00
392;Paarl;85;2017-02-15 09:45:25+00
393;Pachuca de Soto;60;2017-02-15 09:45:25+00
394;Pak Kret;94;2017-02-15 09:45:25+00
395;Palghat (Palakkad);44;2017-02-15 09:45:25+00
396;Pangkal Pinang;45;2017-02-15 09:45:25+00
397;Papeete;36;2017-02-15 09:45:25+00
398;Parbhani;44;2017-02-15 09:45:25+00
399;Pathankot;44;2017-02-15 09:45:25+00
400;Patiala;44;2017-02-15 09:45:25+00
401;Patras;39;2017-02-15 09:45:25+00
402;Pavlodar;51;2017-02-15 09:45:25+00
403;Pemalang;45;2017-02-15 09:45:25+00
404;Peoria;103;2017-02-15 09:45:25+00
405;Pereira;24;2017-02-15 09:45:25+00
406;Phnom Penh;18;2017-02-15 09:45:25+00
407;Pingxiang;23;2017-02-15 09:45:25+00
408;Pjatigorsk;80;2017-02-15 09:45:25+00
409;Plock;76;2017-02-15 09:45:25+00
410;Po;15;2017-02-15 09:45:25+00
411;Ponce;77;2017-02-15 09:45:25+00
412;Pontianak;45;2017-02-15 09:45:25+00
413;Poos de Caldas;15;2017-02-15 09:45:25+00
414;Portoviejo;28;2017-02-15 09:45:25+00
415;Probolinggo;45;2017-02-15 09:45:25+00
416;Pudukkottai;44;2017-02-15 09:45:25+00
417;Pune;44;2017-02-15 09:45:25+00
418;Purnea (Purnia);44;2017-02-15 09:45:25+00
419;Purwakarta;45;2017-02-15 09:45:25+00
420;Pyongyang;70;2017-02-15 09:45:25+00
421;Qalyub;29;2017-02-15 09:45:25+00
422;Qinhuangdao;23;2017-02-15 09:45:25+00
423;Qomsheh;46;2017-02-15 09:45:25+00
424;Quilmes;6;2017-02-15 09:45:25+00
425;Rae Bareli;44;2017-02-15 09:45:25+00
426;Rajkot;44;2017-02-15 09:45:25+00
427;Rampur;44;2017-02-15 09:45:25+00
428;Rancagua;22;2017-02-15 09:45:25+00
429;Ranchi;44;2017-02-15 09:45:25+00
430;Richmond Hill;20;2017-02-15 09:45:25+00
431;Rio Claro;15;2017-02-15 09:45:25+00
432;Rizhao;23;2017-02-15 09:45:25+00
433;Roanoke;103;2017-02-15 09:45:25+00
434;Robamba;28;2017-02-15 09:45:25+00
435;Rockford;103;2017-02-15 09:45:25+00
436;Ruse;17;2017-02-15 09:45:25+00
437;Rustenburg;85;2017-02-15 09:45:25+00
438;s-Hertogenbosch;67;2017-02-15 09:45:25+00
439;Saarbrcken;38;2017-02-15 09:45:25+00
440;Sagamihara;50;2017-02-15 09:45:25+00
441;Saint Louis;103;2017-02-15 09:45:25+00
442;Saint-Denis;79;2017-02-15 09:45:25+00
443;Sal;62;2017-02-15 09:45:25+00
444;Salala;71;2017-02-15 09:45:25+00
445;Salamanca;60;2017-02-15 09:45:25+00
446;Salinas;103;2017-02-15 09:45:25+00
447;Salzburg;9;2017-02-15 09:45:25+00
448;Sambhal;44;2017-02-15 09:45:25+00
449;San Bernardino;103;2017-02-15 09:45:25+00
450;San Felipe de Puerto Plata;27;2017-02-15 09:45:25+00
451;San Felipe del Progreso;60;2017-02-15 09:45:25+00
452;San Juan Bautista Tuxtepec;60;2017-02-15 09:45:25+00
453;San Lorenzo;73;2017-02-15 09:45:25+00
454;San Miguel de Tucumn;6;2017-02-15 09:45:25+00
455;Sanaa;107;2017-02-15 09:45:25+00
456;Santa Brbara dOeste;15;2017-02-15 09:45:25+00
457;Santa F;6;2017-02-15 09:45:25+00
458;Santa Rosa;75;2017-02-15 09:45:25+00
459;Santiago de Compostela;87;2017-02-15 09:45:25+00
460;Santiago de los Caballeros;27;2017-02-15 09:45:25+00
461;Santo Andr;15;2017-02-15 09:45:25+00
462;Sanya;23;2017-02-15 09:45:25+00
463;Sasebo;50;2017-02-15 09:45:25+00
464;Satna;44;2017-02-15 09:45:25+00
465;Sawhaj;29;2017-02-15 09:45:25+00
466;Serpuhov;80;2017-02-15 09:45:25+00
467;Shahr-e Kord;46;2017-02-15 09:45:25+00
468;Shanwei;23;2017-02-15 09:45:25+00
469;Shaoguan;23;2017-02-15 09:45:25+00
470;Sharja;101;2017-02-15 09:45:25+00
471;Shenzhen;23;2017-02-15 09:45:25+00
472;Shikarpur;72;2017-02-15 09:45:25+00
473;Shimoga;44;2017-02-15 09:45:25+00
474;Shimonoseki;50;2017-02-15 09:45:25+00
475;Shivapuri;44;2017-02-15 09:45:25+00
476;Shubra al-Khayma;29;2017-02-15 09:45:25+00
477;Siegen;38;2017-02-15 09:45:25+00
478;Siliguri (Shiliguri);44;2017-02-15 09:45:25+00
479;Simferopol;100;2017-02-15 09:45:25+00
480;Sincelejo;24;2017-02-15 09:45:25+00
481;Sirjan;46;2017-02-15 09:45:25+00
482;Sivas;97;2017-02-15 09:45:25+00
483;Skikda;2;2017-02-15 09:45:25+00
484;Smolensk;80;2017-02-15 09:45:25+00
485;So Bernardo do Campo;15;2017-02-15 09:45:25+00
486;So Leopoldo;15;2017-02-15 09:45:25+00
487;Sogamoso;24;2017-02-15 09:45:25+00
488;Sokoto;69;2017-02-15 09:45:25+00
489;Songkhla;94;2017-02-15 09:45:25+00
490;Sorocaba;15;2017-02-15 09:45:25+00
491;Soshanguve;85;2017-02-15 09:45:25+00
492;Sousse;96;2017-02-15 09:45:25+00
493;South Hill;5;2017-02-15 09:45:25+00
494;Southampton;102;2017-02-15 09:45:25+00
495;Southend-on-Sea;102;2017-02-15 09:45:25+00
496;Southport;102;2017-02-15 09:45:25+00
497;Springs;85;2017-02-15 09:45:25+00
498;Stara Zagora;17;2017-02-15 09:45:25+00
499;Sterling Heights;103;2017-02-15 09:45:25+00
500;Stockport;102;2017-02-15 09:45:25+00
501;Sucre;14;2017-02-15 09:45:25+00
502;Suihua;23;2017-02-15 09:45:25+00
503;Sullana;74;2017-02-15 09:45:25+00
504;Sultanbeyli;97;2017-02-15 09:45:25+00
505;Sumqayit;10;2017-02-15 09:45:25+00
506;Sumy;100;2017-02-15 09:45:25+00
507;Sungai Petani;59;2017-02-15 09:45:25+00
508;Sunnyvale;103;2017-02-15 09:45:25+00
509;Surakarta;45;2017-02-15 09:45:25+00
510;Syktyvkar;80;2017-02-15 09:45:25+00
511;Syrakusa;49;2017-02-15 09:45:25+00
512;Szkesfehrvr;43;2017-02-15 09:45:25+00
513;Tabora;93;2017-02-15 09:45:25+00
514;Tabriz;46;2017-02-15 09:45:25+00
515;Tabuk;82;2017-02-15 09:45:25+00
516;Tafuna;3;2017-02-15 09:45:25+00
517;Taguig;75;2017-02-15 09:45:25+00
518;Taizz;107;2017-02-15 09:45:25+00
519;Talavera;75;2017-02-15 09:45:25+00
520;Tallahassee;103;2017-02-15 09:45:25+00
521;Tama;50;2017-02-15 09:45:25+00
522;Tambaram;44;2017-02-15 09:45:25+00
523;Tanauan;75;2017-02-15 09:45:25+00
524;Tandil;6;2017-02-15 09:45:25+00
525;Tangail;12;2017-02-15 09:45:25+00
526;Tanshui;92;2017-02-15 09:45:25+00
527;Tanza;75;2017-02-15 09:45:25+00
528;Tarlac;75;2017-02-15 09:45:25+00
529;Tarsus;97;2017-02-15 09:45:25+00
530;Tartu;30;2017-02-15 09:45:25+00
531;Teboksary;80;2017-02-15 09:45:25+00
532;Tegal;45;2017-02-15 09:45:25+00
533;Tel Aviv-Jaffa;48;2017-02-15 09:45:25+00
534;Tete;63;2017-02-15 09:45:25+00
535;Tianjin;23;2017-02-15 09:45:25+00
536;Tiefa;23;2017-02-15 09:45:25+00
537;Tieli;23;2017-02-15 09:45:25+00
538;Tokat;97;2017-02-15 09:45:25+00
539;Tonghae;86;2017-02-15 09:45:25+00
540;Tongliao;23;2017-02-15 09:45:25+00
541;Torren;60;2017-02-15 09:45:25+00
542;Touliu;92;2017-02-15 09:45:25+00
543;Toulon;34;2017-02-15 09:45:25+00
544;Toulouse;34;2017-02-15 09:45:25+00
545;Trshavn;32;2017-02-15 09:45:25+00
546;Tsaotun;92;2017-02-15 09:45:25+00
547;Tsuyama;50;2017-02-15 09:45:25+00
548;Tuguegarao;75;2017-02-15 09:45:25+00
